type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed,distance
correct_15,unit_0,4,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.51,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,17.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,51.94,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.52,7.0,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4.0,mostly-true,3.0,https://www.naacp.org/latest/statement-philadelphia-naacp-president-rodney-muhammad-regarding-facebook-post/,4.0,57.89,1.0
correct_15,unit_79,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Independent,Disagree,Agree,34.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,103.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,76.86,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.32,7.0,mostly-true_doc5,Says 80 of novel coronavirus cases aremildâ,Chart,9/3/2020,Viral Image,4.0,mostly-true,5.0,https://www.foxnews.com/health/china-coronavirus-cases-mild-report,1.0,162.09,1.0
correct_15,unit_33,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,20.9,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,4.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.39,2.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,4.0,https://www.washingtonpost.com/politics/2020/04/10/trumps-new-ad-attacking-biden-china-is-complete-utter-mess/,1.0,76.36,1.0
correct_15,unit_33,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,20.9,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,4.7,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.39,7.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,4.0,https://www.express.co.uk/news/world/1278818/coronavirus-deaths-per-capita-which-countries-have-most-coronavirus-cases-deaths-per-capit,1.0,95.52,0.0
correct_15,unit_9,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,45.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,24.39,2.0,half-true_doc2,North Carolinahospital beds are typically 85 full across the stateâ,Jeff Jackson,2020-19-03,Tweet,3.0,half-true,3.0,https://www.usnews.com/news/health-news/articles/2020-03-26/us-hospital-beds-were-already-maxed-out-before-coronavirus-pandemic,1.0,201.99,0.0
correct_15,unit_9,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,45.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,24.39,5.0,mostly-true_doc2,Says truck drivers are being turned away from fastfood restaurants during the COVID19 pandemic,Facebook Post,2020-20-03,Facebook Posts,4.0,mostly-true,2.0,https://www.forbes.com/sites/jennysplitter/2020/03/18/covid-19-and-truck-driver-shortage-may-threaten-food-supply-chain/,5.0,117.83,2.0
correct_15,unit_37,6,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,65.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,5.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.85,3.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,3.0,https://www.foxnews.com/media/texas-lt-gov-dan-patrick-slams-dr-fauci-i-dont-need-his-advice-anymore,1.0,261.18,1.0
correct_15,unit_37,6,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,65.02,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,5.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.93,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.85,5.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,3.0,https://www.snopes.com/fact-check/biden-120million-deaths-covid19/,6.0,91.05,0.0
correct_15,unit_41,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Conservative,Republican,Agree,Agree,18.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.88,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,7.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.39,2.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,5.0,https://www.foxbusiness.com/shows/lou-dobbs-tonight,1.0,46.71,1.0
correct_15,unit_72,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,Agree,Agree,36.72,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,32.39,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,71.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,141.71,6.0,mostly-true_doc5,Says 80 of novel coronavirus cases aremildâ,Chart,9/3/2020,Viral Image,4.0,mostly-true,3.0,https://www.medicalnewstoday.com/articles/coronavirus-81-of-cases-are-mild-study-says,1.0,45.38,1.0
correct_15,unit_48,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Disagree,23.81,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,4.16,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.6,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.89,3.0,mostly-true_doc6,The United States isactually screening fewer people for the coronavirus than other countries because we donât have appropriate testing,Lou Dobbs,2/3/2020,TV Interview,4.0,mostly-true,3.0,https://adrenogate.wordpress.com/2020/07/29/lou-dobbs-and-sidney-powell-swing-the-truth-hammersidney-powell-with-lou-dobbs-fbi-fabricated-entire-flynn-charges-still-no-original-302video/,1.0,31.47,1.0
correct_15,unit_35,1,36-50,4 year college/bachelor degree,"Less than 10,000",Moderate,Republican,Agree,Agree,19.15,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,176.91,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.55,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,11.05,5.0,mostly-true_doc10,Says for the coronavirusthe death rate in Texas per capita of 29 million people were one of the lowest in the country,Dan Patrick,2020-31-03,Briefing,4.0,mostly-true,1.0,https://en.wikipedia.org/wiki/Truth,1.0,21.45,3.0
correct_15,unit_35,1,36-50,4 year college/bachelor degree,"Less than 10,000",Moderate,Republican,Agree,Agree,19.15,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,176.91,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.55,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,11.05,7.0,half-true_doc8,45 nations had already movedâ to enforce travel restrictions with Chinabefore the president moved,Joe Biden,5/4/2020,"ABC ""This Week"" interview",3.0,half-true,3.0,https://www.merriam-webster.com/dictionary/honesty,1.0,28.29,0.0
wrong_15,unit_58,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Republican,Agree,Agree,40.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,156.13,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,49.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.59,6.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://quizlet.com/290050399/business-communications-chapter-11-flash-cards/,1.0,28.19,3.0
wrong_15,unit_58,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Republican,Agree,Agree,40.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,156.13,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,49.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.59,7.0,true_doc10,Says of the coronavirus threatthere was not a single suggestion by anyone a doctor a scientist a political figure that we needed to cancel Mardi Grasâ,John Bel Edwards,5/4/2020,CNN interview,5.0,TRUE,2.0,https://quizlet.com/290050399/business-communications-chapter-11-flash-cards/,1.0,21.3,3.0
wrong_15,unit_67,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Agree,41.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,5.35,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.52,5.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,0.0,https://www.dictionary.com/browse/engine,1.0,25.89,5.0
wrong_15,unit_28,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Agree,122.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,105.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,42.09,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,112.81,2.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://en.wiktionary.org/wiki/good,1.0,29.91,2.0
wrong_15,unit_28,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Agree,122.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,105.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,42.09,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,112.81,5.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,3.0,https://www.opentextingonline.com/,1.0,34.93,2.0
wrong_15,unit_81,1,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,54.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,42.67,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,21.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.83,5.0,false_doc1,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereâ,Facebook Post,2020-28-03,Facebook Posts,1.0,FALSE,5.0,https://www.hindustantimes.com/bollywood/malaika-arora-concerned-as-report-says-covid-19-is-airborne-remains-in-air-for-8-hours-when-does-this-nightmare-end/story-I5H5bG5ABbLpyXrwMiha7H.html,1.0,51.51,4.0
wrong_15,unit_81,1,26-35,Postgrad. or professional degree (etc.),"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,54.76,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,42.67,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,21.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,34.83,7.0,pants-on-fire_doc9,the US is developing anantivirusâ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,http://teyit.link/bZrzBrK,1.0,69.41,4.0
wrong_15,unit_60,3,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Moderate,Democrat,Agree,Agree,37.93,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,37.19,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.44,7.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,1.0,https://www.silive.com/coronavirus/2020/08/cuomo-nyc-late-to-submit-school-reopening-plans-city-denies-claim.html,3.0,40.51,4.0
wrong_15,unit_4,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Democrat,No opinion either way,Agree,38.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,132.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.52,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,32.35,3.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,1.0,https://leadstories.com/hoax-alert/2020/03/Fact-Check-COVID-Does-NOT-Stand-For-Chinese-Originated-Viral-Infectious-Disease'.html,1.0,97.6,1.0
wrong_15,unit_4,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Liberal,Democrat,No opinion either way,Agree,38.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,132.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.52,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,32.35,5.0,false_doc3,Slices of lemon in a cup of hot water can save your life The hot lemon can kill the proliferation ofâ the novel coronavirus,Facebook Post,2020-23-03,Chain Message,1.0,FALSE,4.0,https://www.snopes.com/fact-check/lemons-coronavirus/,1.0,58.21,3.0
wrong_15,unit_80,4,19-25,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Democrat,Agree,Agree,23.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,5.57,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.02,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.7,0.0,false_doc1,Says COVID19 remains in the air for eight hours and that everyone is now required to wear maskseverywhereâ,Facebook Post,2020-28-03,Facebook Posts,1.0,FALSE,5.0,https://www.snopes.com/fact-check/facebook-posts-made-public/,1.0,,4.0
wrong_15,unit_80,4,19-25,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Democrat,Agree,Agree,23.11,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,5.57,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.02,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.7,5.0,pants-on-fire_doc9,the US is developing anantivirusâ that includes a chip to track your movement,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://www.cnet.com/news/no-facebook-isnt-limiting-you-to-25-friends-status-updates/,4.0,94.36,4.0
wrong_15,unit_2,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,49.53,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.18,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.52,0.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,4.0,http://www.google.com/,1.0,89.88,4.0
wrong_15,unit_2,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,49.53,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,7.18,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.88,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.52,6.0,false_doc3,Slices of lemon in a cup of hot water can save your life The hot lemon can kill the proliferation ofâ the novel coronavirus,Facebook Post,2020-23-03,Chain Message,1.0,FALSE,4.0,https://factcheck.afp.com/false-claims-drinking-water-lemon-can-prevent-covid-19-circulate-online,1.0,15.72,3.0
wrong_15,unit_6,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Disagree,17.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,16.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,22.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,90.11,0.0,pants-on-fire_doc4,COVID literally stands for Chinese Originated Viral Infectious Disease,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.merriam-webster.com/dictionary/made,1.0,100.68,3.0
wrong_15,unit_6,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Democrat,Agree,Disagree,17.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,16.99,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,22.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,90.11,1.0,false_doc3,Slices of lemon in a cup of hot water can save your life The hot lemon can kill the proliferation ofâ the novel coronavirus,Facebook Post,2020-23-03,Chain Message,1.0,FALSE,4.0,https://www.epicgames.com/fortnite/en-US/news/battle-royale-update-whats-new-in-11-20,1.0,44.22,3.0
wrong_15,unit_34,3,50-80,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Very liberal,Republican,Agree,Agree,44.61,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,7.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.34,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.36,3.0,pants-on-fire_doc5,A post sayhair weave and lace fronts manufactured in China may contain the coronavirusâ,Bloggers,2020-26-02,Internet Posts,0.0,pants-on-fire,5.0,https://www.lifehack.org/articles/communication/top-10-most-inspirational-bloggers-the-world.html,1.0,182.06,5.0
wrong_15,unit_65,2,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Republican,Agree,Agree,71.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,70.79,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,39.02,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,54.02,7.0,true_doc3,No city in the state can quarantine itself without state approval,Andrew Cuomo,2020-17-03,News Conference,5.0,TRUE,3.0,https://localnews8.com/news/politics/2020/03/17/cuomo-says-nyc-quarantine-is-not-being-considered/,2.0,91.7,2.0
wrong_15,unit_22,1,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Republican,Agree,Agree,34.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,138.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,119.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,44.81,1.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,5.0,https://thepostmillennial.com/watch-blm-protestors-storm-church-service-assault-worshippers,1.0,464.07,4.0
wrong_15,unit_22,1,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Republican,Agree,Agree,34.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,138.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,119.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,44.81,4.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,3.0,https://www.mercurynews.com/2020/04/07/coronavirus-no-trump-didnt-inherit-faulty-test-from-obama/,10.0,30.48,3.0
wrong_15,unit_75,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Agree,Disagree,15.17,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.16,3.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,3.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,1.0,99.92,3.0
wrong_15,unit_23,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,271.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.61,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.58,6.0,false_doc8,Church services canât resume until weâre all vaccinated says Bill Gates,Bloggers,9/4/2020,Blog Post,1.0,FALSE,4.0,https://www.globenewswire.com/news-release/2020/04/15/2016494/0/en/Allegro-Merger-Corp-Announces-Process-and-Timing-of-Dissolution.html,1.0,22.69,3.0
wrong_15,unit_23,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,271.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.61,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.58,7.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://www.msn.com/en-us/health/medical/my-covid-19-test-was-first-positive-then-negative-why-it-matters/ar-BB173psJ,1.0,23.02,2.0
wrong_15,unit_95,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,43.69,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,26.63,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,31.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.29,3.0,false_doc5,Drinkingwater a lot and gargling with warm watersalt or vinegar eliminatesâ the coronavirus,Viral Image,2020-13-03,Viral Image,1.0,FALSE,0.0,https://www.snopes.com/fact-check/gargling-eliminate-coronavirus/,1.0,124.45,1.0
wrong_15,unit_95,1,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Democrat,Disagree,Agree,43.69,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,26.63,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,31.76,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.29,5.0,pants-on-fire_doc6,A video says that the Vatican confirmed that Pope Francis and two aides tested positive for coronavirus,Youtube Video,2020-29-02,Youtube Videos,0.0,pants-on-fire,0.0,https://www.cnn.com/2020/04/08/europe/pope-francis-coronavirus-nature-response-intl/index.html,1.0,177.39,0.0
wrong_15,unit_71,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,37.34,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,27.06,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.05,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,72.13,0.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,4.0,https://www.politico.com/states/florida/story/2020/07/08/desantis-turns-to-hannity-for-shelter-from-political-storms-1298497,1.0,1032.57,4.0
