file,type,value,rate
correct_true_politifact,doc_confidence_value,2.0,0.26785714285714285
wrong_false_abc,doc_confidence_value,-2.0,0.08333333333333333
wrong_false_abc,doc_confidence_value,-1.0,0.1388888888888889
wrong_false_abc,doc_confidence_value,0.0,0.19444444444444445
wrong_false_abc,doc_confidence_value,1.0,0.4444444444444444
wrong_false_abc,doc_confidence_value,2.0,0.1388888888888889
wrong_false_all,doc_confidence_value,-2.0,0.07575757575757576
wrong_false_all,doc_confidence_value,-1.0,0.12121212121212122
wrong_false_all,doc_confidence_value,0.0,0.15151515151515152
wrong_false_all,doc_confidence_value,1.0,0.42424242424242425
wrong_false_all,doc_confidence_value,2.0,0.22727272727272727
wrong_false_politifact,doc_confidence_value,-2.0,0.06666666666666667
wrong_false_politifact,doc_confidence_value,-1.0,0.1
wrong_false_politifact,doc_confidence_value,0.0,0.1
wrong_false_politifact,doc_confidence_value,1.0,0.4
wrong_false_politifact,doc_confidence_value,2.0,0.3333333333333333
wrong_true_abc,doc_confidence_value,-2.0,0.7
wrong_true_abc,doc_confidence_value,-1.0,0.3
wrong_true_all,doc_confidence_value,-2.0,0.5555555555555556
wrong_true_all,doc_confidence_value,-1.0,0.2222222222222222
wrong_true_all,doc_confidence_value,0.0,0.16666666666666666
wrong_true_all,doc_confidence_value,1.0,0.05555555555555555
wrong_true_politifact,doc_confidence_value,-2.0,0.375
wrong_true_politifact,doc_confidence_value,-1.0,0.125
wrong_true_politifact,doc_confidence_value,0.0,0.375
wrong_true_politifact,doc_confidence_value,1.0,0.125
correct_false_abc,doc_correctness_value,-2.0,0.7407407407407407
correct_false_abc,doc_correctness_value,-1.0,0.18518518518518517
correct_false_abc,doc_correctness_value,0.0,0.07407407407407407
correct_false_all,doc_correctness_value,-2.0,0.7272727272727273
correct_false_all,doc_correctness_value,-1.0,0.18181818181818182
correct_false_all,doc_correctness_value,0.0,0.05454545454545454
correct_false_all,doc_correctness_value,1.0,0.03636363636363636
correct_false_politifact,doc_correctness_value,-2.0,0.7142857142857143
correct_false_politifact,doc_correctness_value,-1.0,0.17857142857142858
correct_false_politifact,doc_correctness_value,0.0,0.03571428571428571
correct_false_politifact,doc_correctness_value,1.0,0.07142857142857142
correct_true_abc,doc_correctness_value,-2.0,0.020833333333333332
correct_true_abc,doc_correctness_value,0.0,0.125
correct_true_abc,doc_correctness_value,1.0,0.3125
correct_true_abc,doc_correctness_value,2.0,0.5416666666666666
correct_true_all,doc_correctness_value,-2.0,0.009615384615384616
correct_true_all,doc_correctness_value,-1.0,0.009615384615384616
correct_true_all,doc_correctness_value,0.0,0.07692307692307693
correct_true_all,doc_correctness_value,1.0,0.28846153846153844
correct_true_all,doc_correctness_value,2.0,0.6153846153846154
correct_true_politifact,doc_correctness_value,-1.0,0.017857142857142856
correct_true_politifact,doc_correctness_value,0.0,0.03571428571428571
correct_true_politifact,doc_correctness_value,1.0,0.26785714285714285
correct_true_politifact,doc_correctness_value,2.0,0.6785714285714286
wrong_false_abc,doc_correctness_value,-2.0,0.027777777777777776
wrong_false_abc,doc_correctness_value,-1.0,0.05555555555555555
wrong_false_abc,doc_correctness_value,0.0,0.19444444444444445
wrong_false_abc,doc_correctness_value,1.0,0.2222222222222222
wrong_false_abc,doc_correctness_value,2.0,0.5
wrong_false_all,doc_correctness_value,-2.0,0.030303030303030304
wrong_false_all,doc_correctness_value,-1.0,0.030303030303030304
wrong_false_all,doc_correctness_value,0.0,0.19696969696969696
wrong_false_all,doc_correctness_value,1.0,0.25757575757575757
wrong_false_all,doc_correctness_value,2.0,0.48484848484848486
wrong_false_politifact,doc_correctness_value,-2.0,0.03333333333333333
wrong_false_politifact,doc_correctness_value,0.0,0.2
wrong_false_politifact,doc_correctness_value,1.0,0.3
wrong_false_politifact,doc_correctness_value,2.0,0.4666666666666667
wrong_true_abc,doc_correctness_value,-2.0,0.4
wrong_true_abc,doc_correctness_value,-1.0,0.2
wrong_true_abc,doc_correctness_value,0.0,0.2
wrong_true_abc,doc_correctness_value,2.0,0.2
wrong_true_all,doc_correctness_value,-2.0,0.5
wrong_true_all,doc_correctness_value,-1.0,0.16666666666666666
wrong_true_all,doc_correctness_value,0.0,0.16666666666666666
wrong_true_all,doc_correctness_value,1.0,0.05555555555555555
wrong_true_all,doc_correctness_value,2.0,0.1111111111111111
wrong_true_politifact,doc_correctness_value,-2.0,0.625
wrong_true_politifact,doc_correctness_value,-1.0,0.125
wrong_true_politifact,doc_correctness_value,0.0,0.125
wrong_true_politifact,doc_correctness_value,1.0,0.125
correct_false_abc,doc_neutrality_value,-2.0,0.48148148148148145
correct_false_abc,doc_neutrality_value,-1.0,0.18518518518518517
correct_false_abc,doc_neutrality_value,0.0,0.25925925925925924
correct_false_abc,doc_neutrality_value,1.0,0.07407407407407407
correct_false_all,doc_neutrality_value,-2.0,0.5818181818181818
correct_false_all,doc_neutrality_value,-1.0,0.16363636363636364
correct_false_all,doc_neutrality_value,0.0,0.16363636363636364
correct_false_all,doc_neutrality_value,1.0,0.05454545454545454
correct_false_all,doc_neutrality_value,2.0,0.03636363636363636
correct_false_politifact,doc_neutrality_value,-2.0,0.6785714285714286
correct_false_politifact,doc_neutrality_value,-1.0,0.14285714285714285
correct_false_politifact,doc_neutrality_value,0.0,0.07142857142857142
correct_false_politifact,doc_neutrality_value,1.0,0.03571428571428571
correct_false_politifact,doc_neutrality_value,2.0,0.07142857142857142
correct_true_abc,doc_neutrality_value,-2.0,0.10416666666666667
correct_true_abc,doc_neutrality_value,-1.0,0.10416666666666667
correct_true_abc,doc_neutrality_value,0.0,0.1875
correct_true_abc,doc_neutrality_value,1.0,0.2708333333333333
correct_true_abc,doc_neutrality_value,2.0,0.3333333333333333
correct_true_all,doc_neutrality_value,-2.0,0.0673076923076923
correct_true_all,doc_neutrality_value,-1.0,0.07692307692307693
correct_true_all,doc_neutrality_value,0.0,0.14423076923076922
correct_true_all,doc_neutrality_value,1.0,0.2692307692307692
correct_true_all,doc_neutrality_value,2.0,0.4423076923076923
correct_true_politifact,doc_neutrality_value,-2.0,0.03571428571428571
correct_true_politifact,doc_neutrality_value,-1.0,0.05357142857142857
correct_true_politifact,doc_neutrality_value,0.0,0.10714285714285714
correct_true_politifact,doc_neutrality_value,1.0,0.26785714285714285
correct_true_politifact,doc_neutrality_value,2.0,0.5357142857142857
wrong_false_abc,doc_neutrality_value,-2.0,0.08333333333333333
wrong_false_abc,doc_neutrality_value,-1.0,0.08333333333333333
wrong_false_abc,doc_neutrality_value,0.0,0.19444444444444445
wrong_false_abc,doc_neutrality_value,1.0,0.3611111111111111
wrong_false_abc,doc_neutrality_value,2.0,0.2777777777777778
wrong_false_all,doc_neutrality_value,-2.0,0.07575757575757576
wrong_false_all,doc_neutrality_value,-1.0,0.06060606060606061
wrong_false_all,doc_neutrality_value,0.0,0.18181818181818182
wrong_false_all,doc_neutrality_value,1.0,0.3939393939393939
wrong_false_all,doc_neutrality_value,2.0,0.2878787878787879
wrong_false_politifact,doc_neutrality_value,-2.0,0.06666666666666667
wrong_false_politifact,doc_neutrality_value,-1.0,0.03333333333333333
wrong_false_politifact,doc_neutrality_value,0.0,0.16666666666666666
wrong_false_politifact,doc_neutrality_value,1.0,0.43333333333333335
wrong_false_politifact,doc_neutrality_value,2.0,0.3
wrong_true_abc,doc_neutrality_value,-2.0,0.3
wrong_true_abc,doc_neutrality_value,-1.0,0.3
wrong_true_abc,doc_neutrality_value,0.0,0.2
wrong_true_abc,doc_neutrality_value,1.0,0.1
wrong_true_abc,doc_neutrality_value,2.0,0.1
wrong_true_all,doc_neutrality_value,-2.0,0.3333333333333333
wrong_true_all,doc_neutrality_value,-1.0,0.3888888888888889
wrong_true_all,doc_neutrality_value,0.0,0.1111111111111111
wrong_true_all,doc_neutrality_value,1.0,0.1111111111111111
wrong_true_all,doc_neutrality_value,2.0,0.05555555555555555
wrong_true_politifact,doc_neutrality_value,-2.0,0.375
wrong_true_politifact,doc_neutrality_value,-1.0,0.5
wrong_true_politifact,doc_neutrality_value,1.0,0.125
correct_false_abc,doc_comprehensibility_value,-2.0,0.2222222222222222
correct_false_abc,doc_comprehensibility_value,-1.0,0.1111111111111111
correct_false_abc,doc_comprehensibility_value,0.0,0.2222222222222222
correct_false_abc,doc_comprehensibility_value,1.0,0.1111111111111111
correct_false_abc,doc_comprehensibility_value,2.0,0.3333333333333333
correct_false_all,doc_comprehensibility_value,-2.0,0.18181818181818182
correct_false_all,doc_comprehensibility_value,-1.0,0.10909090909090909
correct_false_all,doc_comprehensibility_value,0.0,0.14545454545454545
correct_false_all,doc_comprehensibility_value,1.0,0.2545454545454545
correct_false_all,doc_comprehensibility_value,2.0,0.3090909090909091
correct_false_politifact,doc_comprehensibility_value,-2.0,0.14285714285714285
correct_false_politifact,doc_comprehensibility_value,-1.0,0.10714285714285714
correct_false_politifact,doc_comprehensibility_value,0.0,0.07142857142857142
correct_false_politifact,doc_comprehensibility_value,1.0,0.39285714285714285
correct_false_politifact,doc_comprehensibility_value,2.0,0.2857142857142857
correct_true_abc,doc_comprehensibility_value,-1.0,0.0625
correct_true_abc,doc_comprehensibility_value,0.0,0.0625
correct_true_abc,doc_comprehensibility_value,1.0,0.25
correct_true_abc,doc_comprehensibility_value,2.0,0.625
correct_true_all,doc_comprehensibility_value,-1.0,0.028846153846153848
correct_true_all,doc_comprehensibility_value,0.0,0.04807692307692308
correct_true_all,doc_comprehensibility_value,1.0,0.27884615384615385
correct_true_all,doc_comprehensibility_value,2.0,0.6442307692307693
correct_true_politifact,doc_comprehensibility_value,0.0,0.03571428571428571
correct_true_politifact,doc_comprehensibility_value,1.0,0.30357142857142855
correct_true_politifact,doc_comprehensibility_value,2.0,0.6607142857142857
wrong_false_abc,doc_comprehensibility_value,-2.0,0.027777777777777776
wrong_false_abc,doc_comprehensibility_value,-1.0,0.08333333333333333
wrong_false_abc,doc_comprehensibility_value,0.0,0.027777777777777776
wrong_false_abc,doc_comprehensibility_value,1.0,0.3333333333333333
wrong_false_abc,doc_comprehensibility_value,2.0,0.5277777777777778
wrong_false_all,doc_comprehensibility_value,-2.0,0.045454545454545456
wrong_false_all,doc_comprehensibility_value,-1.0,0.07575757575757576
wrong_false_all,doc_comprehensibility_value,0.0,0.06060606060606061
wrong_false_all,doc_comprehensibility_value,1.0,0.2727272727272727
wrong_false_all,doc_comprehensibility_value,2.0,0.5454545454545454
wrong_false_politifact,doc_comprehensibility_value,-2.0,0.06666666666666667
wrong_false_politifact,doc_comprehensibility_value,-1.0,0.06666666666666667
wrong_false_politifact,doc_comprehensibility_value,0.0,0.1
wrong_false_politifact,doc_comprehensibility_value,1.0,0.2
wrong_false_politifact,doc_comprehensibility_value,2.0,0.5666666666666667
wrong_true_abc,doc_comprehensibility_value,-2.0,0.3
wrong_true_abc,doc_comprehensibility_value,-1.0,0.1
wrong_true_abc,doc_comprehensibility_value,0.0,0.1
wrong_true_abc,doc_comprehensibility_value,1.0,0.4
wrong_true_abc,doc_comprehensibility_value,2.0,0.1
wrong_true_all,doc_comprehensibility_value,-2.0,0.3333333333333333
wrong_true_all,doc_comprehensibility_value,-1.0,0.05555555555555555
wrong_true_all,doc_comprehensibility_value,0.0,0.1111111111111111
wrong_true_all,doc_comprehensibility_value,1.0,0.3888888888888889
wrong_true_all,doc_comprehensibility_value,2.0,0.1111111111111111
wrong_true_politifact,doc_comprehensibility_value,-2.0,0.375
wrong_true_politifact,doc_comprehensibility_value,0.0,0.125
wrong_true_politifact,doc_comprehensibility_value,1.0,0.375
wrong_true_politifact,doc_comprehensibility_value,2.0,0.125
correct_false_abc,doc_precision_value,-2.0,0.25925925925925924
correct_false_abc,doc_precision_value,-1.0,0.2222222222222222
correct_false_abc,doc_precision_value,0.0,0.1111111111111111
correct_false_abc,doc_precision_value,1.0,0.2222222222222222
correct_false_abc,doc_precision_value,2.0,0.18518518518518517
correct_false_all,doc_precision_value,-2.0,0.2545454545454545
correct_false_all,doc_precision_value,-1.0,0.16363636363636364
correct_false_all,doc_precision_value,0.0,0.10909090909090909
correct_false_all,doc_precision_value,1.0,0.3090909090909091
correct_false_all,doc_precision_value,2.0,0.16363636363636364
correct_false_politifact,doc_precision_value,-2.0,0.25
correct_false_politifact,doc_precision_value,-1.0,0.10714285714285714
correct_false_politifact,doc_precision_value,0.0,0.10714285714285714
correct_false_politifact,doc_precision_value,1.0,0.39285714285714285
correct_false_politifact,doc_precision_value,2.0,0.14285714285714285
correct_true_abc,doc_precision_value,-1.0,0.10416666666666667
correct_true_abc,doc_precision_value,0.0,0.08333333333333333
correct_true_abc,doc_precision_value,1.0,0.375
correct_true_abc,doc_precision_value,2.0,0.4375
correct_true_all,doc_precision_value,-1.0,0.0673076923076923
correct_true_all,doc_precision_value,0.0,0.09615384615384616
correct_true_all,doc_precision_value,1.0,0.3557692307692308
correct_true_all,doc_precision_value,2.0,0.4807692307692308
correct_true_politifact,doc_precision_value,-1.0,0.03571428571428571
correct_true_politifact,doc_precision_value,0.0,0.10714285714285714
correct_true_politifact,doc_precision_value,1.0,0.3392857142857143
correct_true_politifact,doc_precision_value,2.0,0.5178571428571429
wrong_false_abc,doc_precision_value,-2.0,0.027777777777777776
wrong_false_abc,doc_precision_value,-1.0,0.08333333333333333
wrong_false_abc,doc_precision_value,0.0,0.1388888888888889
wrong_false_abc,doc_precision_value,1.0,0.25
wrong_false_abc,doc_precision_value,2.0,0.5
wrong_false_all,doc_precision_value,-2.0,0.030303030303030304
wrong_false_all,doc_precision_value,-1.0,0.06060606060606061
wrong_false_all,doc_precision_value,0.0,0.10606060606060606
wrong_false_all,doc_precision_value,1.0,0.3181818181818182
wrong_false_all,doc_precision_value,2.0,0.48484848484848486
wrong_false_politifact,doc_precision_value,-2.0,0.03333333333333333
wrong_false_politifact,doc_precision_value,-1.0,0.03333333333333333
wrong_false_politifact,doc_precision_value,0.0,0.06666666666666667
wrong_false_politifact,doc_precision_value,1.0,0.4
wrong_false_politifact,doc_precision_value,2.0,0.4666666666666667
wrong_true_abc,doc_precision_value,-2.0,0.2
wrong_true_abc,doc_precision_value,-1.0,0.3
wrong_true_abc,doc_precision_value,0.0,0.1
wrong_true_abc,doc_precision_value,1.0,0.4
wrong_true_all,doc_precision_value,-2.0,0.3333333333333333
wrong_true_all,doc_precision_value,-1.0,0.2222222222222222
wrong_true_all,doc_precision_value,0.0,0.1111111111111111
wrong_true_all,doc_precision_value,1.0,0.3333333333333333
wrong_true_politifact,doc_precision_value,-2.0,0.5
wrong_true_politifact,doc_precision_value,-1.0,0.125
wrong_true_politifact,doc_precision_value,0.0,0.125
wrong_true_politifact,doc_precision_value,1.0,0.25
correct_false_abc,doc_completeness_value,-2.0,0.48148148148148145
correct_false_abc,doc_completeness_value,-1.0,0.18518518518518517
correct_false_abc,doc_completeness_value,0.0,0.14814814814814814
correct_false_abc,doc_completeness_value,1.0,0.1111111111111111
correct_false_abc,doc_completeness_value,2.0,0.07407407407407407
correct_false_all,doc_completeness_value,-2.0,0.4
correct_false_all,doc_completeness_value,-1.0,0.2545454545454545
correct_false_all,doc_completeness_value,0.0,0.10909090909090909
correct_false_all,doc_completeness_value,1.0,0.12727272727272726
correct_false_all,doc_completeness_value,2.0,0.10909090909090909
correct_false_politifact,doc_completeness_value,-2.0,0.32142857142857145
correct_false_politifact,doc_completeness_value,-1.0,0.32142857142857145
correct_false_politifact,doc_completeness_value,0.0,0.07142857142857142
correct_false_politifact,doc_completeness_value,1.0,0.14285714285714285
correct_false_politifact,doc_completeness_value,2.0,0.14285714285714285
correct_true_abc,doc_completeness_value,-2.0,0.041666666666666664
correct_true_abc,doc_completeness_value,-1.0,0.10416666666666667
correct_true_abc,doc_completeness_value,0.0,0.16666666666666666
correct_true_abc,doc_completeness_value,1.0,0.22916666666666666
correct_true_abc,doc_completeness_value,2.0,0.4583333333333333
correct_true_all,doc_completeness_value,-2.0,0.019230769230769232
correct_true_all,doc_completeness_value,-1.0,0.09615384615384616
correct_true_all,doc_completeness_value,0.0,0.16346153846153846
correct_true_all,doc_completeness_value,1.0,0.23076923076923078
correct_true_all,doc_completeness_value,2.0,0.49038461538461536
correct_true_politifact,doc_completeness_value,-1.0,0.08928571428571429
correct_true_politifact,doc_completeness_value,0.0,0.16071428571428573
correct_true_politifact,doc_completeness_value,1.0,0.23214285714285715
correct_true_politifact,doc_completeness_value,2.0,0.5178571428571429
wrong_false_abc,doc_completeness_value,-2.0,0.05555555555555555
wrong_false_abc,doc_completeness_value,-1.0,0.027777777777777776
wrong_false_abc,doc_completeness_value,0.0,0.2222222222222222
wrong_false_abc,doc_completeness_value,1.0,0.3055555555555556
wrong_false_abc,doc_completeness_value,2.0,0.3888888888888889
wrong_false_all,doc_completeness_value,-2.0,0.06060606060606061
wrong_false_all,doc_completeness_value,-1.0,0.045454545454545456
wrong_false_all,doc_completeness_value,0.0,0.15151515151515152
wrong_false_all,doc_completeness_value,1.0,0.30303030303030304
wrong_false_all,doc_completeness_value,2.0,0.4393939393939394
wrong_false_politifact,doc_completeness_value,-2.0,0.06666666666666667
wrong_false_politifact,doc_completeness_value,-1.0,0.06666666666666667
wrong_false_politifact,doc_completeness_value,0.0,0.06666666666666667
wrong_false_politifact,doc_completeness_value,1.0,0.3
wrong_false_politifact,doc_completeness_value,2.0,0.5
wrong_true_abc,doc_completeness_value,-2.0,0.3
wrong_true_abc,doc_completeness_value,-1.0,0.4
wrong_true_abc,doc_completeness_value,0.0,0.2
wrong_true_abc,doc_completeness_value,1.0,0.1
wrong_true_all,doc_completeness_value,-2.0,0.4444444444444444
wrong_true_all,doc_completeness_value,-1.0,0.2222222222222222
wrong_true_all,doc_completeness_value,0.0,0.2777777777777778
wrong_true_all,doc_completeness_value,1.0,0.05555555555555555
wrong_true_politifact,doc_completeness_value,-2.0,0.625
wrong_true_politifact,doc_completeness_value,0.0,0.375
correct_false_abc,doc_speaker's-trustworthiness_value,-2.0,0.5555555555555556
correct_false_abc,doc_speaker's-trustworthiness_value,-1.0,0.25925925925925924
correct_false_abc,doc_speaker's-trustworthiness_value,0.0,0.1111111111111111
correct_false_abc,doc_speaker's-trustworthiness_value,1.0,0.07407407407407407
correct_false_all,doc_speaker's-trustworthiness_value,-2.0,0.5636363636363636
correct_false_all,doc_speaker's-trustworthiness_value,-1.0,0.23636363636363636
correct_false_all,doc_speaker's-trustworthiness_value,0.0,0.09090909090909091
correct_false_all,doc_speaker's-trustworthiness_value,1.0,0.10909090909090909
correct_false_politifact,doc_speaker's-trustworthiness_value,-2.0,0.5714285714285714
correct_false_politifact,doc_speaker's-trustworthiness_value,-1.0,0.21428571428571427
correct_false_politifact,doc_speaker's-trustworthiness_value,0.0,0.07142857142857142
correct_false_politifact,doc_speaker's-trustworthiness_value,1.0,0.14285714285714285
correct_true_abc,doc_speaker's-trustworthiness_value,-2.0,0.041666666666666664
correct_true_abc,doc_speaker's-trustworthiness_value,-1.0,0.020833333333333332
correct_true_abc,doc_speaker's-trustworthiness_value,0.0,0.20833333333333334
correct_true_abc,doc_speaker's-trustworthiness_value,1.0,0.3333333333333333
correct_true_abc,doc_speaker's-trustworthiness_value,2.0,0.3958333333333333
correct_true_all,doc_speaker's-trustworthiness_value,-2.0,0.019230769230769232
correct_true_all,doc_speaker's-trustworthiness_value,-1.0,0.038461538461538464
correct_true_all,doc_speaker's-trustworthiness_value,0.0,0.15384615384615385
correct_true_all,doc_speaker's-trustworthiness_value,1.0,0.3173076923076923
correct_true_all,doc_speaker's-trustworthiness_value,2.0,0.47115384615384615
correct_true_politifact,doc_speaker's-trustworthiness_value,-1.0,0.05357142857142857
correct_true_politifact,doc_speaker's-trustworthiness_value,0.0,0.10714285714285714
correct_true_politifact,doc_speaker's-trustworthiness_value,1.0,0.30357142857142855
correct_true_politifact,doc_speaker's-trustworthiness_value,2.0,0.5357142857142857
wrong_false_abc,doc_speaker's-trustworthiness_value,-2.0,0.08333333333333333
wrong_false_abc,doc_speaker's-trustworthiness_value,-1.0,0.1111111111111111
wrong_false_abc,doc_speaker's-trustworthiness_value,0.0,0.1388888888888889
wrong_false_abc,doc_speaker's-trustworthiness_value,1.0,0.2222222222222222
wrong_false_abc,doc_speaker's-trustworthiness_value,2.0,0.4444444444444444
wrong_false_all,doc_speaker's-trustworthiness_value,-2.0,0.06060606060606061
wrong_false_all,doc_speaker's-trustworthiness_value,-1.0,0.06060606060606061
wrong_false_all,doc_speaker's-trustworthiness_value,0.0,0.09090909090909091
wrong_false_all,doc_speaker's-trustworthiness_value,1.0,0.3333333333333333
wrong_false_all,doc_speaker's-trustworthiness_value,2.0,0.45454545454545453
wrong_false_politifact,doc_speaker's-trustworthiness_value,-2.0,0.03333333333333333
wrong_false_politifact,doc_speaker's-trustworthiness_value,0.0,0.03333333333333333
wrong_false_politifact,doc_speaker's-trustworthiness_value,1.0,0.4666666666666667
wrong_false_politifact,doc_speaker's-trustworthiness_value,2.0,0.4666666666666667
wrong_true_abc,doc_speaker's-trustworthiness_value,-2.0,0.2
wrong_true_abc,doc_speaker's-trustworthiness_value,-1.0,0.2
wrong_true_abc,doc_speaker's-trustworthiness_value,0.0,0.3
wrong_true_abc,doc_speaker's-trustworthiness_value,1.0,0.3
wrong_true_all,doc_speaker's-trustworthiness_value,-2.0,0.3333333333333333
wrong_true_all,doc_speaker's-trustworthiness_value,-1.0,0.2777777777777778
wrong_true_all,doc_speaker's-trustworthiness_value,0.0,0.16666666666666666
wrong_true_all,doc_speaker's-trustworthiness_value,1.0,0.2222222222222222
wrong_true_politifact,doc_speaker's-trustworthiness_value,-2.0,0.5
wrong_true_politifact,doc_speaker's-trustworthiness_value,-1.0,0.375
wrong_true_politifact,doc_speaker's-trustworthiness_value,1.0,0.125
correct_false_abc,doc_informativeness_value,-2.0,0.48148148148148145
correct_false_abc,doc_informativeness_value,-1.0,0.14814814814814814
correct_false_abc,doc_informativeness_value,0.0,0.18518518518518517
correct_false_abc,doc_informativeness_value,1.0,0.18518518518518517
correct_false_all,doc_informativeness_value,-2.0,0.41818181818181815
correct_false_all,doc_informativeness_value,-1.0,0.23636363636363636
correct_false_all,doc_informativeness_value,0.0,0.10909090909090909
correct_false_all,doc_informativeness_value,1.0,0.21818181818181817
correct_false_all,doc_informativeness_value,2.0,0.01818181818181818
correct_false_politifact,doc_informativeness_value,-2.0,0.35714285714285715
correct_false_politifact,doc_informativeness_value,-1.0,0.32142857142857145
correct_false_politifact,doc_informativeness_value,0.0,0.03571428571428571
correct_false_politifact,doc_informativeness_value,1.0,0.25
correct_false_politifact,doc_informativeness_value,2.0,0.03571428571428571
correct_true_abc,doc_informativeness_value,-2.0,0.020833333333333332
correct_true_abc,doc_informativeness_value,-1.0,0.0625
correct_true_abc,doc_informativeness_value,0.0,0.10416666666666667
correct_true_abc,doc_informativeness_value,1.0,0.3333333333333333
correct_true_abc,doc_informativeness_value,2.0,0.4791666666666667
correct_true_all,doc_informativeness_value,-2.0,0.009615384615384616
correct_true_all,doc_informativeness_value,-1.0,0.028846153846153848
correct_true_all,doc_informativeness_value,0.0,0.07692307692307693
correct_true_all,doc_informativeness_value,1.0,0.34615384615384615
correct_true_all,doc_informativeness_value,2.0,0.5384615384615384
correct_true_politifact,doc_informativeness_value,0.0,0.05357142857142857
correct_true_politifact,doc_informativeness_value,1.0,0.35714285714285715
correct_true_politifact,doc_informativeness_value,2.0,0.5892857142857143
wrong_false_abc,doc_informativeness_value,-1.0,0.1111111111111111
wrong_false_abc,doc_informativeness_value,0.0,0.08333333333333333
wrong_false_abc,doc_informativeness_value,1.0,0.3055555555555556
wrong_false_abc,doc_informativeness_value,2.0,0.5
wrong_false_all,doc_informativeness_value,-2.0,0.030303030303030304
wrong_false_all,doc_informativeness_value,-1.0,0.07575757575757576
wrong_false_all,doc_informativeness_value,0.0,0.07575757575757576
wrong_false_all,doc_informativeness_value,1.0,0.3181818181818182
wrong_false_all,doc_informativeness_value,2.0,0.5
wrong_false_politifact,doc_informativeness_value,-2.0,0.06666666666666667
wrong_false_politifact,doc_informativeness_value,-1.0,0.03333333333333333
wrong_false_politifact,doc_informativeness_value,0.0,0.06666666666666667
wrong_false_politifact,doc_informativeness_value,1.0,0.3333333333333333
wrong_false_politifact,doc_informativeness_value,2.0,0.5
wrong_true_abc,doc_informativeness_value,-2.0,0.3
wrong_true_abc,doc_informativeness_value,-1.0,0.3
wrong_true_abc,doc_informativeness_value,1.0,0.3
wrong_true_abc,doc_informativeness_value,2.0,0.1
wrong_true_all,doc_informativeness_value,-2.0,0.4444444444444444
wrong_true_all,doc_informativeness_value,-1.0,0.16666666666666666
wrong_true_all,doc_informativeness_value,0.0,0.1111111111111111
wrong_true_all,doc_informativeness_value,1.0,0.2222222222222222
wrong_true_all,doc_informativeness_value,2.0,0.05555555555555555
wrong_true_politifact,doc_informativeness_value,-2.0,0.625
wrong_true_politifact,doc_informativeness_value,0.0,0.25
wrong_true_politifact,doc_informativeness_value,1.0,0.125
correct_false_abc,doc_accesses,1.0,1.0
correct_false_all,doc_accesses,1.0,0.9818181818181818
correct_false_all,doc_accesses,3.0,0.01818181818181818
correct_false_politifact,doc_accesses,1.0,0.9642857142857143
correct_false_politifact,doc_accesses,3.0,0.03571428571428571
correct_true_abc,doc_accesses,1.0,0.9375
correct_true_abc,doc_accesses,2.0,0.0625
correct_true_all,doc_accesses,1.0,0.9230769230769231
correct_true_all,doc_accesses,2.0,0.057692307692307696
correct_true_all,doc_accesses,3.0,0.019230769230769232
correct_true_politifact,doc_accesses,1.0,0.9107142857142857
correct_true_politifact,doc_accesses,2.0,0.05357142857142857
correct_true_politifact,doc_accesses,3.0,0.03571428571428571
wrong_false_abc,doc_accesses,1.0,0.8888888888888888
wrong_false_abc,doc_accesses,2.0,0.05555555555555555
wrong_false_abc,doc_accesses,3.0,0.05555555555555555
wrong_false_all,doc_accesses,1.0,0.9090909090909091
wrong_false_all,doc_accesses,2.0,0.030303030303030304
wrong_false_all,doc_accesses,3.0,0.06060606060606061
wrong_false_politifact,doc_accesses,1.0,0.9333333333333333
wrong_false_politifact,doc_accesses,3.0,0.06666666666666667
wrong_true_abc,doc_accesses,1.0,1.0
wrong_true_all,doc_accesses,1.0,1.0
wrong_true_politifact,doc_accesses,1.0,1.0
correct_false_abc,doc_overall-truthfulness_url,anthonyalbanese.com.au,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,apo.org.au,0.1111111111111111
correct_false_abc,doc_overall-truthfulness_url,cdiac.ess-dive.lbl.gov,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.anao.gov.au,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.asrc.org.au,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.bizjournals.com,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.itwire.com,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.jettheworld.com,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.ratemyprofessors.com,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.smh.com.au,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.thefifthestate.com.au,0.037037037037037035
correct_false_abc,doc_overall-truthfulness_url,www.theguardian.com,0.07407407407407407
correct_false_abc,doc_overall-truthfulness_url,www.youtube.com,0.4444444444444444
correct_false_all,doc_overall-truthfulness_url,anthonyalbanese.com.au,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,apo.org.au,0.05454545454545454
correct_false_all,doc_overall-truthfulness_url,archive.jsonline.com,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,cdiac.ess-dive.lbl.gov,0.01818181818181818
correct_false_all,doc_overall-truthfulness_url,dailycaller.com,0.03636363636363636
