type,doc_statement,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_1_farmers_value,q_2_marks_value,q_3_athletics_value,doc_index,doc_name,doc_date,doc_source,doc_overall-truthfulness_value,doc_confidence_value,doc_correctness_value,doc_neutrality_value,doc_comprehensibility_value,doc_precision_value,doc_completeness_value,doc_speaker's-trustworthiness_value,doc_informativeness_value,doc_accesses,url_speaksabout,fre,doc_time_elapsed,query_amount,response_position,selected_amount,sim_statem_query,sim_statem_resname,sim_statem_ressnip
wrong_false_all,We left the country with net assets of 70 billion where if we are elected on the 7th of September we inherit debt going to 400 billion,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Conservative (1.00),Independent (2.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),correct value (1.00),8.0,Liberal (1.00),2013.0,abc (0.00),2.0,0.0,0.0,1.0,1.0,0.0,0.0,0.0,1.0,1.0,1.0,60.99,110.0,1.0,1.0,1.0,1.0,0.0,0.9230769230769232
wrong_false_all,When Josh Mandel claims to have accepted three debates with Sen Sherrod Brown he is lying He has accepted ZERO proposed debates,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.00)",Moderate (2.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),4.0,DEM (2.00),2012.0,politifact (1.00),2.0,-1.0,0.0,0.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,57.61,31.1,1.0,1.0,1.0,0.75,0.8333333333333334,1.0
wrong_true_all,Anthony Albanese says the Governments new terror laws mean members of the media face potential penalties of five to 10 years jail for exposing what might be an error made by security agencies,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.00)",Moderate (2.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),8.0,Labor (3.00),2014.0,abc (0.00),-2.0,-2.0,2.0,1.0,1.0,1.0,1.0,1.0,1.0,1.0,-1.0,46.44,34.58,1.0,1.0,1.0,0.6818181818181819,0.4285714285714285,0.1363636363636363
wrong_true_all,Because St Paul said in the New Testament slaves be obedient to your masters And therefore we should have all fought for the Confederacy in the US war I mean for goodness sake the human condition and social conditions change,1.0,19-25 (0.00),Some college (etc.) (1.00),"20,000 to less than 30,000 (2.00)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),9.0,Labor (3.00),2013.0,abc (0.00),-2.0,-2.0,-2.0,-1.0,2.0,1.0,-1.0,-1.0,-2.0,1.0,-1.0,39.34,168.68,1.0,1.0,1.0,0.0,0.0,0.0
wrong_true_all,House Speaker Dean Cannon says that freshmen lawmakers account for onethird of the 120member House and that twothirds of the chamber have two years or less experience,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Very liberal (4.00),Independent (2.00),No opinion either way (1.00),Agree (2.00),correct value (1.00),wrong value (0.00),correct value (1.00),10.0,REP (0.00),2010.0,politifact (1.00),-2.0,0.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,60.99,41.93,1.0,1.0,1.0,0.7617647058823529,0.6666666666666666,0.1176470588235294
wrong_true_all,Ilana Shafran Mandels stake in Forest City Enterprises constitutes significantly less than 1 percent of the companys shares and any implication of a conflict of interest is legally incorrect,1.0,19-25 (0.00),Some college (etc.) (1.00),"75,000 to less than 100,000 (6.00)",Liberal (3.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),correct value (1.00),correct value (1.00),10.0,REP (0.00),2011.0,politifact (1.00),-2.0,-2.0,-2.0,-2.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,25.12,172.25,2.0,4.0,1.0,0.5833333333333334,0.5,0.1666666666666666
wrong_true_all,Malcolm Turnbull says Australian farmers are among the least subsidised in the world,1.0,26-35 (1.00),"Postgrad. or professional schooling, no degree (3.00)","100,000 to less than 150,000 (7.00)",Conservative (1.00),Republican (0.00),Agree (2.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),8.0,Liberal (1.00),2014.0,abc (0.00),-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,75.2,149.03,,,,,,
wrong_true_all,Queensland Opposition Leader Annastacia Palaszczuk says the jobless rate is the highest for 11 years There are almost 31000 more Queenslanders without a job since March 2012 She blames the LNP government,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Moderate (2.00),Independent (2.00),Agree (2.00),Disagree (0.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),8.0,Labor (3.00),2015.0,abc (0.00),-2.0,-2.0,0.0,-1.0,-1.0,-2.0,-1.0,0.0,-1.0,1.0,-1.0,47.46,45.81,1.0,5.0,1.0,0.9109730848861284,0.5,0.15
wrong_true_all,Says this months special session will cost the state 27300 a day just for legislators daily living expenses,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Very liberal (4.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),correct value (1.00),3.0,REP (0.00),2011.0,politifact (1.00),-2.0,-2.0,-2.0,-1.0,1.0,-2.0,-2.0,-2.0,-2.0,1.0,-1.0,61.67,75.14,1.0,2.0,1.0,0.625,0.375,0.3333333333333333
wrong_true_all,The first professional baseball team was from an Ohio city,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"40,000 to less than 50,000 (4.00)",Moderate (2.00),Independent (2.00),Agree (2.00),No opinion either way (1.00),correct value (1.00),correct value (1.00),correct value (1.00),0.0,DEM (2.00),2010.0,politifact (1.00),-2.0,1.0,-2.0,-1.0,2.0,1.0,0.0,-1.0,0.0,1.0,-1.0,78.25,135.61,1.0,1.0,1.0,0.8,0.1666666666666666,0.1666666666666666
wrong_true_all,Under this government the tax to GDP ratio has in the period weve been in office been an average of 227 per cent,1.0,19-25 (0.50),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (5.50)",Moderate (2.50),Democrat (1.00),Disagree (0.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.50),5.5,Labor (3.00),2013.0,abc (0.00),-2.0,-1.5,-1.0,0.0,1.0,0.5,-0.5,0.0,0.5,1.0,-1.0,65.05,144.97,2.5,3.5,1.0,0.1357142857142857,0.0,0.0909090909090909
wrong_true_all,While millions of people lost their jobs around the world we have until today added nearly a million more than we had than when we went to office,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Liberal (3.00),Republican (0.00),Agree (2.00),Agree (2.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),10.0,Labor (3.00),2013.0,abc (0.00),-2.0,-1.0,-1.0,-2.0,-2.0,-1.0,-2.0,0.0,-1.0,1.0,-1.0,68.44,31.94,1.0,4.0,1.0,0.9285714285714286,0.1428571428571428,0.25
wrong_true_all,Wisconsin is 1 in the Midwest for personal income growth over the year,1.0,50-80 (3.00),Some college (etc.) (1.00),"50,000 to less than 75,000 (5.00)",Conservative (1.00),Republican (0.00),Agree (2.00),Disagree (0.00),correct value (1.00),wrong value (0.00),wrong value (0.00),6.0,REP (0.00),2014.0,politifact (1.00),-2.0,0.0,0.0,-1.0,0.0,0.0,0.0,-1.0,0.0,1.0,-1.0,66.74,120.51,2.0,3.0,2.0,0.15,0.2,0.3333333333333333
wrong_true_all,Health insurance premiums have almost doubledsince 2000,1.0,26-35 (1.00),High school graduate or GED (etc.) (0.00),"40,000 to less than 50,000 (4.00)",Conservative (1.00),Republican (0.00),Agree (2.00),Disagree (0.00),correct value (1.00),wrong value (0.00),wrong value (0.00),3.0,DEM (2.00),2007.0,politifact (1.00),-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,-2.0,1.0,0.0,38.99,41.48,2.0,1.0,1.0,0.15,0.1666666666666666,0.1666666666666666
wrong_true_all,Industry Minister Ian Macfarlane says Australia is set to become the worlds second largest or largest exporter of LNG,1.0,36-50 (1.50),4 year college/bachelor degree (2.00),"Less than 10,000 (0.00)",Very conservative (0.50),Republican (0.00),Agree (1.50),Agree (2.00),wrong value (0.00),wrong value (0.50),wrong value (0.00),1.5,Liberal (1.00),2013.0,abc (0.00),-2.0,-1.5,0.5,0.5,-1.0,-1.0,-1.0,-1.0,-0.5,1.0,0.0,60.65,102.44999999999999,1.0,1.5,11.0,0.5232142857142856,0.4375,0.3571428571428571
wrong_true_all,98 percent of small businesses make less than 250000 and would not see a tax increase under Barack Obamas plan,1.0,19-25 (0.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Moderate (2.00),Independent (2.00),Agree (2.00),Disagree (0.00),wrong value (0.00),wrong value (0.00),wrong value (0.00),5.0,DEM (2.00),2008.0,politifact (1.00),-2.0,-1.0,-1.0,-1.0,-2.0,-1.0,-2.0,-1.0,-2.0,1.0,1.0,76.56,69.37,1.0,6.0,2.0,0.8901098901098901,0.0,0.5384615384615384
wrong_true_all,Australia is one of only eight countries given a rating of AAA with a stable outlook from all three credit rating agenciesThese are the real facts and no amount of negative political spin will change that,1.0,36-50 (2.00),4 year college/bachelor degree (2.00),"75,000 to less than 100,000 (6.00)",Liberal (3.00),Democrat (1.00),Disagree (0.00),Agree (2.00),correct value (1.00),correct value (1.00),correct value (1.00),2.0,Labor (3.00),2013.0,abc (0.00),-2.0,-2.0,-2.0,-2.0,1.0,1.0,-1.0,1.0,1.0,1.0,1.0,43.4,94.32,1.0,5.0,1.0,0.4464285714285714,0.5714285714285714,0.5
wrong_true_all,Says hes proposed the largest employer contribution to the Virginia Retirement System in history,1.0,26-35 (1.00),4 year college/bachelor degree (2.00),"30,000 to less than 40,000 (3.00)",Moderate (2.00),Independent (2.00),Disagree (0.00),Agree (2.00),correct value (1.00),wrong value (0.00),wrong value (0.00),10.0,REP (0.00),2012.0,politifact (1.00),-2.0,0.0,1.0,1.0,1.0,1.0,0.0,1.0,1.0,1.0,1.0,31.89,52.04,1.0,1.0,1.0,1.0,0.0,0.4
