type,unit_id,current_try,q_0_age_answer,q_0_school_answer,q_0_taxes_answer,q_0_political_views_answer,q_0_consideration_answer,q_0_southern_border_answer,q_0_environment_answer,q_0_time_elapsed,q_1_farmers_question,q_1_farmers_value,q_1_time_elapsed,q_2_marks_question,q_2_marks_value,q_2_time_elapsed,q_3_athletics_question,q_3_athletics_value,q_3_time_elapsed,doc_index,doc_name,doc_statement,doc_claimant,doc_date,doc_originatedFrom,doc_ground_truth_value,doc_ground_truth_label,doc_truthfulness_value,doc_truthfulness_url,doc_accesses,doc_time_elapsed
correct_true_5,unit_87,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Liberal,Democrat,Disagree,Agree,31.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.38,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,17.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,32.17,5.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,4.0,https://www.nydailynews.com/sports/basketball/ny-utah-jazz-oklahoma-coronavirus-20200314-iroayd23q5htrcece466ghiate-story.html,1.0,148.95
correct_true_5,unit_47,1,26-35,Postgrad. or professional degree (etc.),"20,000 to less than 30,000",Very conservative,Republican,Agree,Agree,33.32,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,63.3,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,123.18,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,85.75,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,5.0,https://www.timesonline.com/news/20200330/rsquocover-uprsquo-says-toomey-in-video-supporting-masks4all-movement,1.0,343.66
correct_true_5,unit_88,1,26-35,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,171.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,400.58,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,380.23,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,35.5,4.0,true_doc6,Some states are only getting 50 tests per day and the Utah Jazz got 58,Michael Dougherty,12/3/2020,Tweet,5.0,True,2.0,https://medium.com/@Dissension/how-snopes-lies-and-misleads-readers-2b06f4cab9b4,1.0,59.34
correct_true_5,unit_94,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Moderate,Republican,Agree,Agree,42.48,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,30.95,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,25.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,55.73,2.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,3.0,https://bgr.com/2020/03/17/coronavirus-impact-spectrum-free-internet-students/,1.0,229.49
correct_true_5,unit_77,2,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,110.62,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,98.29,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,126.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,193.51,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://en.wikipedia.org/wiki/Truth,2.0,151.54
correct_true_5,unit_74,10,26-35,Some college (etc.),"40,000 to less than 50,000",Moderate,Republican,Agree,Agree,16.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.94,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,4.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.87,5.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,4.0,https://apnews.com/74ad73e945554eeb8861ca7deb077eac/gallery/media:70a14d783e8c4b61ab602a1eb173dc9a,10.0,111.61
correct_true_5,unit_3,1,50-80,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,32.17,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,43.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,35.5,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,73.26,2.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,3.0,https://www.politicususa.com/2020/03/29/trump-sends-17-8-tons-of-us-supplies-to-china-then-blames-obama-for-ppe-shortage.html,1.0,275.74
correct_true_5,unit_42,1,36-50,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Conservative,Republican,Agree,Agree,15.1,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,6.2,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.73,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,9.65,2.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,0.0,https://www.britannica.com/biography/Pat-Toomey,1.0,45.93
correct_true_5,unit_97,2,26-35,4 year college/bachelor degree,"100,000 to less than 150,000",Liberal,Democrat,Agree,Agree,22.73,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.63,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.89,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.2,5.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,5.0,https://www.abc10.com/article/news/health/coronavirus/free-wifi-hotspots/103-8002bb36-b9f8-4c32-8801-7da31bfb8449,2.0,66.32
correct_true_5,unit_91,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Disagree,146.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,3.87,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.27,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,2.62,0.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,1.0,https://www.factcheck.org/2020/07/post-falsely-attributes-racist-remarks-to-fashion-designer/,1.0,33.66
correct_true_5,unit_44,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Agree,Agree,33.42,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,179.69,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,22.05,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,47.24,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,4.0,https://www.cdc.gov/coronavirus/2019-ncov/prevent-getting-sick/cloth-face-cover-guidance.html,1.0,156.08
correct_true_5,unit_5,1,26-35,"Postgrad. or professional schooling, no degree","75,000 to less than 100,000",Liberal,Democrat,No opinion either way,Agree,28.36,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,23.07,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,32.0,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,41.9,4.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,4.0,https://247sports.com/college/texas-tech/board/102960/Contents/why-did-trump-send-18-tons-of-medical-equipment-to-china-145529702/,1.0,95.07
correct_true_5,unit_98,2,26-35,"Postgrad. or professional schooling, no degree","20,000 to less than 30,000",Very conservative,Republican,Agree,Agree,23.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.47,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.15,6.0,true_doc5,Says Spectrum will provide free internet to students during coronavirus school closures,Viral Image,2020-13-03,Facebook Post,5.0,True,3.0,https://www.boredpanda.com/fake-news-photos-viral-photoshop/,3.0,75.2
correct_true_5,unit_0,4,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,17.51,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,17.85,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,51.94,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,59.52,1.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,3.0,https://developers.facebook.com/blog/post/2020/02/27/important-f8-2020-update/,1.0,216.47
correct_true_5,unit_79,1,36-50,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Independent,Disagree,Agree,34.99,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,103.41,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,76.86,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,27.32,6.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,5.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,198.12
correct_true_5,unit_9,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Conservative,Democrat,Agree,Agree,45.29,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,28.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.81,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,24.39,3.0,true_doc1,On February 7 the WHO warned about the limited stock of PPE That same day the Trump administration announced it was sending 18 tons of masks gowns and respirators to China,Facebook Post,2/4/2020,Facebook Posts,5.0,True,5.0,https://twnews.us/us-news/trump-administration-sent-protective-medical-gear-to-china-while-he-minimized-the-virus-threat-to-us,1.0,218.77
correct_true_5,unit_41,1,36-50,"Postgrad. or professional schooling, no degree","40,000 to less than 50,000",Conservative,Republican,Agree,Agree,18.95,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.88,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,7.47,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,7.39,4.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,3.0,https://en.wikipedia.org/wiki/Pat_Toomey,1.0,30.49
correct_true_5,unit_72,1,26-35,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,Agree,Agree,36.72,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,32.39,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,71.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,141.71,0.0,true_doc4,Says most NC legislators are in the high risk age group for coronavirus,Kelly Alexander,2020-14-03,Tweet,5.0,True,2.0,https://www.wral.com/coronavirus/fact-check-are-most-north-carolina-legislators-at-high-risk-for-coronavirus/19016699/,1.0,233.49
correct_true_5,unit_48,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Democrat,Agree,Disagree,23.81,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,4.16,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.6,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,3.89,1.0,true_doc2,My mask will keep someone else safe and their mask will keep me safe,Pat Toomey,2020-28-03,Video On Twitter,5.0,True,2.0,https://thehill.com/homenews/senate/505537-gop-senator-calls-for-russian-bounties-briefing-after-reviewing-intelligence,1.0,51.57
wrong_false_5,unit_58,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Republican,Agree,Agree,40.07,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,156.13,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,49.66,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,26.59,6.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://quizlet.com/290050399/business-communications-chapter-11-flash-cards/,1.0,28.19
wrong_false_5,unit_28,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Liberal,Republican,Agree,Agree,122.14,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,105.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,42.09,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,112.81,2.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://en.wiktionary.org/wiki/good,1.0,29.91
wrong_false_5,unit_22,1,19-25,4 year college/bachelor degree,"40,000 to less than 50,000",Very conservative,Republican,Agree,Agree,34.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,138.93,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,119.4,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,44.81,4.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,3.0,https://www.mercurynews.com/2020/04/07/coronavirus-no-trump-didnt-inherit-faulty-test-from-obama/,10.0,30.48
wrong_false_5,unit_75,3,19-25,4 year college/bachelor degree,"50,000 to less than 75,000",Very liberal,Democrat,Agree,Disagree,15.17,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,6.54,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.9,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.16,3.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,3.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,1.0,99.92
wrong_false_5,unit_23,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Democrat,Agree,Agree,271.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,12.42,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,3.61,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.58,7.0,pants-on-fire_doc2,We inherited a broken testâ for COVID19,Donald Trump,2020-30-03,"Interview on ""Fox and Friends""",0.0,pants-on-fire,2.0,https://www.msn.com/en-us/health/medical/my-covid-19-test-was-first-positive-then-negative-why-it-matters/ar-BB173psJ,1.0,23.02
wrong_false_5,unit_71,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,37.34,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,27.06,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.05,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,72.13,0.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,4.0,https://www.politico.com/states/florida/story/2020/07/08/desantis-turns-to-hannity-for-shelter-from-political-storms-1298497,1.0,1032.57
wrong_false_5,unit_76,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Conservative,Democrat,Agree,Agree,195.03,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,12.6,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,11.22,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,16.55,1.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,5.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,1.0,51.05
wrong_false_5,unit_59,1,26-35,4 year college/bachelor degree,"75,000 to less than 100,000",Conservative,Republican,No opinion either way,Agree,39.46,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,46.81,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,58.56,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,39.34,3.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,5.0,https://www.2-10.com/,1.0,127.37
wrong_false_5,unit_50,1,26-35,4 year college/bachelor degree,"40,000 to less than 50,000",Moderate,Democrat,Agree,Agree,19.71,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,4.34,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,6.1,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.56,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,4.0,https://www.factcheck.org/2020/05/facebook-posts-distort-facts-on-trump-actions/,1.0,31.02
wrong_false_5,unit_73,1,50-80,4 year college/bachelor degree,"30,000 to less than 40,000",Moderate,Democrat,Agree,Agree,27.35,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",correct value,29.23,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,59.37,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,17.95,5.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,3.0,https://ijr.org/desantis-under-fire-no-one-under-25-died-coronavirus/,1.0,101.87
wrong_false_5,unit_40,1,36-50,4 year college/bachelor degree,"40,000 to less than 50,000",Liberal,Democrat,Disagree,Agree,20.49,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,34.15,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,correct value,17.67,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",correct value,37.99,0.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsÂ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,1.0,https://www.reuters.com/article/uk-factcheck-coronavirus-italy-doctor-idUSKBN21L2Y9,1.0,148.21
wrong_false_5,unit_19,1,26-35,4 year college/bachelor degree,"50,000 to less than 75,000",Very conservative,Republican,Agree,Agree,22.21,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.34,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,12.59,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,21.41,3.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,4.0,https://messages.google.com/,1.0,63.64
wrong_false_5,unit_18,1,50-80,Postgrad. or professional degree (etc.),"40,000 to less than 50,000",Very conservative,Democrat,Agree,Agree,53.08,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,109.57,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,93.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,68.54,6.0,pants-on-fire_doc8,The government is closing businesses to stop the spread of coronavirus even though the numbers are nothing compared to H1N1 or Ebola Everyone needs to realize our government is up to something,Facebook User,2020-16-03,Facebook Post,0.0,pants-on-fire,0.0,https://www.merriam-webster.com/dictionary/truth,1.0,83.24
wrong_false_5,unit_43,1,26-35,4 year college/bachelor degree,"10,000 to less than 20,000",Liberal,Democrat,Agree,Agree,31.12,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,99.83,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,69.78,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,98.01,7.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsâ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,1.0,https://accessweeklynews.com/2020/04/01/italy-arrest-doctor-for-intentionally-killing-over-3000-coronavirus-patients/,1.0,104.88
wrong_false_5,unit_78,3,36-50,4 year college/bachelor degree,"20,000 to less than 30,000",Moderate,Democrat,No opinion either way,Agree,48.28,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,58.24,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.01,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,140.05,6.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,4.0,https://politicalwire.com/2020/04/09/desantis-thinks-virus-doesnt-impact-young-people/,3.0,47.24
wrong_false_5,unit_51,1,19-25,4 year college/bachelor degree,"30,000 to less than 40,000",Conservative,Independent,Agree,Agree,33.05,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,24.12,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,16.3,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,68.09,1.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,3.0,https://www.thesaurus.com/browse/truthfulness,1.0,41.19
wrong_false_5,unit_45,1,26-35,"Postgrad. or professional schooling, no degree","50,000 to less than 75,000",Very conservative,Democrat,Agree,No opinion either way,27.38,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,36.05,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,20.64,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,30.36,0.0,pants-on-fire_doc10,Italy arrested a doctorfor intentionally killing over 3000 coronavirus patientsâ,Bloggers,2020-31-03,Blog Post,0.0,pants-on-fire,5.0,https://harbingersdaily.com/is-hillary-gearing-up-for-late-stage-do-over-against-corrupt-human-tornado-trump/,1.0,265.99
wrong_false_5,unit_70,1,26-35,4 year college/bachelor degree,"30,000 to less than 40,000",Liberal,Democrat,Agree,Agree,16.65,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,17.61,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.16,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,4.65,6.0,pants-on-fire_doc7,This particular pandemic is one where I donât think nationwide thereâs been a single fatality under 25,Ron Desantis,9/4/2020,Meeting,0.0,pants-on-fire,2.0,https://www.trekbikes.com/us/en_US/,1.0,49.56
wrong_false_5,unit_56,3,19-25,Some college (etc.),"30,000 to less than 40,000",Moderate,Independent,Agree,Agree,26.54,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,15.22,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,5.8,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,6.87,1.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,2.0,https://www.marketwatch.com/story/facebook-shouldnt-be-the-arbiter-of-truth-zuckerberg-tells-fox-news-2020-05-27,1.0,70.6
wrong_false_5,unit_54,1,26-35,Postgrad. or professional degree (etc.),"50,000 to less than 75,000",Conservative,Republican,Agree,Agree,20.27,"If three farmers can plant three trees in three hours, how long would it take nine farmers to plant nine trees?",wrong value,33.62,Sean received both the 5th highest and the 5th lowest mark in the class. How many students are there in the class?,wrong value,9.14,"In an athletics team, females are four times more likely to win a medal than males. This year the team has won 20 medals so far. How many of these have been won by males?",wrong value,52.76,0.0,pants-on-fire_doc1,If your child gets this virus their going to hospital alone in a van with people they donât knowâto be with people they donât knowâ you will be at home without them in their time of need,Facebook Post,2020-25-03,Viral Image,0.0,pants-on-fire,2.0,https://www.wusa9.com/article/news/verify/do-not-publish-verify-meme-spreads-misinformation-that-children-hospitalized-for-coronavirus-arent-allowed-parents-present/65-1caf421b-1809-418a-a2b4-9f9d18f1e71d,1.0,179.99
